trial,mse,n_estimators,max_depth,learning_rate,reg_alpha,reg_lambda,features
72,2355814.9277931936,174,3,0.11236737516251016,0.6405801225739362,0.08207994456862744,"['hour_cos', 'cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'NetLoad_lag_1425min', 'T_out_weighted_96_mean', 'Wind_speed_window_8_mean', 'T_out_Exp_weighted_96_SL.win', 'NetLoad_lag_855min', 'Wind_speed_window_8_std', 'Irradiance_lag_1410min', 'Irradiance_lag_1440min', 'T_out_lag_405min', 'T_out_lag_1335min', 'T_out_lag_420min', 'T_out_lag_1380min', 'T_out_lag_150min', 'Irradiance_lag_1425min', 'Irradiance', 'T_out_lag_345min', 'T_out_lag_270min', 'sin_2880.0_2', 'NetLoad_lag_885min', 'Irradiance_lag_1395min', 'Irradiance_lag_15min', 'T_out_window_8_std', 'NetLoad_lag_330min', 'T_out_lag_1275min', 'Irradiance_window_2_std', 'NetLoad_window_8_mean', 'T_out_lag_450min', 'T_out_lag_1290min', 'Irradiance_lag_585min', 'Irradiance_lag_1365min', 'Wind_speed_ewm_mean_expanding.win', 'Irradiance_lag_1260min', 'T_out_lag_1260min', 'NetLoad_lag_240min', 'T_outewm_std_expanding.win', 'Irradiance_window_2_mean', 'NetLoad_window_16_mean', 'NetLoad_lag_1365min', 'Irradiance_lag_570min', 'T_out_lag_285min', 'T_out_lag_330min', 'NetLoad_lag_1290min', 'T_out_lag_360min', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_1410min', 'NetLoad_lag_840min', 'NetLoad_lag_795min']"
73,2181319.475336165,129,3,0.10455366277783143,0.5919660727797674,0.02597241389544601,"['NetLoad', 'cos_2880.0_2', 'hour_cos']"
74,2340420.2571739266,133,3,0.10004194565361996,0.6039549004998467,0.02000839881095471,"['NetLoad', 'Wind_speed_expanding_std', 'hour_cos', 'cos_2880.0_2', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'NetLoad_lag_1425min', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_lag_15min', 'Irradiance_lag_1410min', 'Irradiance_lag_1440min', 'Wind_speed_window_8_mean', 'Irradiance_lag_1425min', 'NetLoad_lag_855min', 'Wind_speed_window_8_std', 'T_out_lag_345min', 'T_out_lag_1290min', 'sin_2880.0_2', 'T_out_lag_405min', 'NetLoad_lag_330min', 'T_out_lag_285min', 'T_out_lag_450min', 'Irradiance_lag_585min', 'T_out_lag_270min', 'Irradiance_lag_1395min']"
75,2213600.7106542694,167,3,0.10452447493832792,0.7415497438076166,0.0352497738363233,"['cos_2880.0_2', 'NetLoad']"
76,2509758.7126207254,128,4,0.12227985632187291,0.6569598298669742,0.07506780881078469,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'T_out_window_16_std', 'Irradiance_lag_15min', 'Irradiance_lag_1440min', 'NetLoad_lag_1425min', 'Wind_speed_window_8_mean', 'T_out_lag_360min', 'T_out_Exp_weighted_96_SL.win', 'T_out_lag_1335min', 'T_out_lag_375min', 'Irradiance_lag_1260min', 'Irradiance_lag_1395min', 'Irradiance', 'NetLoad_lag_855min', 'Irradiance_lag_30min', 'Irradiance_window_2_mean', 'Irradiance_lag_1410min', 'Irradiance_lag_585min', 'NetLoad_window_8_mean', 'sin_2880.0_2', 'Irradiance_window_2_std', 'T_out_lag_210min', 'T_out_lag_1290min', 'Wind_speed_window_8_std', 'T_out_lag_1380min', 'T_out_lag_240min', 'NetLoad_lag_1065min', 'NetLoad_lag_330min']"
77,2356228.732358139,201,3,0.1111205174977001,0.5856553576575438,0.0007779316929657915,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'NetLoad_lag_1425min', 'Wind_speed_window_8_mean', 'T_out_weighted_96_mean', 'NetLoad_lag_855min', 'Irradiance_lag_1395min', 'Irradiance_lag_15min', 'Irradiance_lag_1440min', 'Irradiance_lag_1410min', 'T_out_Exp_weighted_96_SL.win', 'T_out_lag_1290min', 'Wind_speed_window_8_std', 'T_out_lag_330min', 'T_out_lag_1335min', 'NetLoad_window_8_mean', 'T_out_lag_345min', 'NetLoad_lag_885min', 'Irradiance_Exp_weighted_96_SL.win', 'Irradiance_lag_1425min', 'NetLoad_window_16_mean', 'Irradiance', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_1410min', 'Irradiance_window_2_std', 'T_out_lag_645min', 'T_out_window_8_std', 'Wind_speed_ewm_mean_expanding.win', 'Irradiance_lag_585min', 'T_out_lag_720min', 'T_out_lag_150min', 'T_out_lag_1275min', 'T_out_lag_420min', 'sin_2880.0_2', 'NetLoad_lag_330min', 'WorkingHour_flag', 'T_out_lag_1260min', 'NetLoad_lag_915min', 'T_out_lag_600min', 'T_out_lag_405min']"
78,2489632.8672021152,228,4,0.11840333547585796,0.6885257755426503,0.5764882918931841,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'T_out_Exp_weighted_96_SL.win', 'Wind_speed_window_8_mean', 'NetLoad_lag_1425min', 'NetLoad_lag_855min', 'T_out_lag_1380min', 'T_out_lag_1335min', 'Irradiance_lag_15min', 'Irradiance_lag_1440min', 'T_out_lag_150min', 'NetLoad_window_8_mean', 'Irradiance_lag_1410min', 'Irradiance', 'Irradiance_window_2_std', 'T_out_lag_1320min', 'T_out_lag_360min', 'T_outewm_std_expanding.win', 'NetLoad_lag_1320min', 'sin_2880.0_2', 'Irradiance_lag_1395min', 'T_out_lag_450min', 'NetLoad_lag_1395min', 'Irradiance_lag_135min', 'NetLoad_window_16_std', 'T_out_lag_660min', 'T_out_lag_270min', 'Irradiance_lag_30min', 'T_out_lag_1350min', 'Irradiance_window_2_mean', 'T_out_lag_1290min', 'Wind_speed_window_8_std']"
79,2396207.4678812185,588,3,0.10618308522892012,0.5291996292340312,0.1196649519944077,['NetLoad']
80,2454032.8420567373,172,3,0.13063902685297574,0.6286360506493162,0.07470516962966842,"['Wind_speed_expanding_std', 'NetLoad', 'cos_2880.0_2', 'hour_cos', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'T_out_Exp_weighted_96_SL.win', 'Wind_speed_window_8_mean', 'NetLoad_lag_1425min', 'NetLoad_lag_855min', 'Irradiance_lag_1440min', 'T_out_lag_405min', 'Wind_speed_window_8_std', 'Irradiance_lag_1425min', 'Irradiance_lag_1410min', 'Irradiance_lag_585min', 'Irradiance_window_2_std', 'Irradiance_lag_15min', 'T_out_lag_1380min', 'NetLoad_lag_1395min', 'NetLoad_window_16_mean', 'NetLoad_window_8_mean', 'T_out_lag_1275min', 'Irradiance_window_4_mean', 'T_out_lag_660min', 'NetLoad_lag_1365min', 'T_out_window_8_std', 'T_out_lag_1305min', 'T_out_lag_1335min', 'Irradiance_lag_135min', 'T_out_lag_570min', 'NetLoad_lag_885min', 'NetLoad_Exp_weighted_96_SL.win', 'Irradiance_window_2_mean', 'sin_2880.0_2', 'Irradiance', 'T_out_lag_255min', 'T_out_lag_240min', 'T_out_lag_345min', 'Irradiance_lag_30min', 'NetLoad_lag_1350min', 'NetLoad_lag_330min', 'NetLoad_lag_675min', 'Irradiance_lag_1260min', 'T_out_lag_1260min', 'Irradiance_lag_1395min', 'T_out_lag_330min', 'T_out_lag_1290min', 'NetLoad_lag_1290min', 'NetLoad_lag_1335min', 'Wind_speed_lag_480min', 'Wind_speed_lag_420min', 'T_out_lag_315min', 'Irradiance_lag_105min', 'T_out_lag_1365min', 'NetLoad_lag_795min', 'Wind_speed_lag_1215min', 'NetLoad_lag_810min', 'Wind_speed_lag_1200min', 'NetLoad_lag_1200min', 'Irradiance_lag_1380min', 'NetLoad_lag_975min', 'T_out_lag_420min']"
81,2177721.0838927636,101,3,0.1302954443573183,0.414079145792571,0.031502361085116753,"['NetLoad', 'cos_2880.0_2', 'hour_cos']"
82,2224605.333629749,123,3,0.1436132689758861,0.4788023930618339,0.03957726871053119,"['cos_2880.0_2', 'NetLoad']"
83,2439170.7678740527,144,3,0.12523670752095245,0.5698375512387339,0.09409053216387869,"['hour_cos', 'Wind_speed_expanding_std', 'NetLoad', 'cos_2880.0_2', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_Exp_weighted_96_SL.win', 'T_out_weighted_96_mean', 'NetLoad_lag_1425min', 'Irradiance_lag_1440min', 'Wind_speed_window_8_mean', 'Irradiance_lag_1410min', 'Wind_speed_window_8_std', 'NetLoad_lag_855min', 'Irradiance', 'NetLoad_lag_885min', 'T_out_lag_330min', 'Irradiance_lag_1425min', 'T_out_lag_405min', 'T_out_lag_480min', 'NetLoad_Exp_weighted_96_SL.win', 'T_out_lag_210min', 'Irradiance_window_2_std', 'sin_2880.0_2', 'T_out_lag_360min']"
84,2159491.4109045095,101,3,0.11563582807756213,0.5142325901770791,0.14053404081016624,"['NetLoad', 'cos_2880.0_2', 'hour_cos']"
85,2465938.2195576625,105,4,0.11576689809495415,0.4467936161887122,0.13921404847956964,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'hour_cos', 'NetLoad', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'Irradiance_lag_15min', 'T_out_weighted_96_mean', 'NetLoad_lag_1425min', 'Irradiance_lag_1440min', 'Irradiance', 'T_out_Exp_weighted_96_SL.win', 'T_out_lag_1380min', 'Wind_speed_window_8_mean', 'Irradiance_lag_30min', 'NetLoad_lag_855min', 'Irradiance_window_2_mean', 'Irradiance_lag_1410min', 'T_out_lag_1290min', 'Wind_speed_window_8_std', 'T_out_lag_1260min', 'sin_2880.0_2', 'T_out_lag_360min', 'T_out_lag_1335min', 'NetLoad_window_8_mean', 'T_out_lag_660min', 'Irradiance_window_2_std', 'Irradiance_lag_585min', 'T_out_lag_435min', 'Irradiance_lag_1350min', 'T_out_lag_465min', 'NetLoad_window_16_mean', 'NetLoad_lag_330min', 'T_out_lag_1365min', 'NetLoad_lag_1410min']"
86,2404175.8644219106,156,3,0.13066802788778778,0.4964289382395787,0.16089865522563934,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'hour_cos', 'NetLoad', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'NetLoad_lag_1425min', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_lag_1425min', 'Wind_speed_window_8_mean', 'T_out_lag_405min', 'T_out_lag_1380min', 'NetLoad_lag_855min', 'Wind_speed_window_8_std', 'Irradiance_lag_1410min', 'T_out_lag_345min', 'Irradiance_lag_1290min', 'Irradiance_window_2_std', 'Irradiance_lag_1440min', 'Irradiance_lag_15min', 'NetLoad_window_8_mean', 'Irradiance', 'T_out_lag_255min', 'T_out_lag_1275min', 'NetLoad_lag_885min']"
87,2396088.218670703,101,4,0.11085299899957829,0.34165933752321714,0.06426265475528686,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_weighted_96_mean', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'NetLoad_lag_1425min', 'Irradiance', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_window_2_mean', 'Irradiance_lag_15min', 'Irradiance_lag_1440min', 'T_out_lag_1335min', 'Wind_speed_window_8_std', 'NetLoad_lag_855min']"
88,2470947.9821283696,189,3,0.13848325204186318,0.4180213152740817,0.11020690506536958,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_Exp_weighted_96_SL.win', 'T_out_weighted_96_mean', 'NetLoad_lag_1410min', 'NetLoad_lag_1425min', 'Wind_speed_window_8_mean', 'Irradiance_window_2_mean', 'NetLoad_lag_855min', 'Irradiance_lag_1425min', 'Irradiance', 'Irradiance_window_2_std', 'Irradiance_lag_15min', 'T_out_window_8_std', 'Irradiance_lag_1410min', 'T_out_lag_330min', 'T_out_lag_405min', 'NetLoad_lag_885min', 'sin_2880.0_2', 'Irradiance_lag_135min', 'Irradiance_lag_1440min', 'NetLoad_window_4_mean', 'T_out_lag_1335min', 'T_out_lag_570min', 'T_out_lag_345min', 'Irradiance_lag_1365min', 'T_out_lag_1290min', 'NetLoad_lag_240min', 'Wind_speed_window_8_std', 'NetLoad_window_16_mean', 'WorkingHour_flag', 'Irradiance_lag_30min']"
89,2426537.5627903775,141,3,0.12264714248752853,0.7241309684557051,0.179021676272887,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_Exp_weighted_96_SL.win', 'NetLoad_lag_1425min', 'T_out_weighted_96_mean', 'Wind_speed_window_8_mean', 'Wind_speed_window_8_std', 'T_out_lag_420min', 'Irradiance_lag_1440min', 'NetLoad_window_8_mean', 'T_out_lag_1335min', 'NetLoad_lag_855min', 'T_out_lag_1380min', 'Irradiance_lag_1395min', 'T_out_lag_1290min', 'T_out_lag_570min', 'Irradiance_lag_1410min', 'NetLoad_lag_1410min', 'NetLoad_lag_885min', 'Irradiance_lag_15min', 'T_out_lag_660min', 'T_out_lag_405min', 'NetLoad_lag_240min', 'NetLoad_lag_330min', 'NetLoad_lag_1350min', 'Irradiance_lag_1425min', 'T_out_lag_345min', 'Irradiance_lag_30min', 'T_out_lag_150min', 'sin_2880.0_2', 'Irradiance', 'T_out_lag_450min', 'Wind_speed_lag_1200min', 'T_out_lag_360min', 'Irradiance_window_2_std', 'T_out_lag_1275min', 'NetLoad_window_4_std', 'NetLoad_lag_1365min', 'Irradiance_lag_585min', 'NetLoad_window_16_mean', 'T_out_lag_330min', 'Wind_speed_lag_1275min', 'Wind_speed_ewm_mean_expanding.win', 'NetLoad_lag_1035min', 'NetLoad_window_16_std', 'T_out_lag_270min', 'NetLoad_lag_975min', 'T_outewm_std_expanding.win', 'T_out_lag_210min', 'NetLoad_lag_795min', 'NetLoad_lag_870min', 'NetLoad_lag_1065min', 'NetLoad_lag_840min', 'Irradiance_window_2_mean', 'hour', 'Wind_speed_lag_480min', 'Wind_speed_lag_1335min', 'T_out_lag_1185min', 'Wind_speed_lag_1215min', 'Irradiance_lag_525min']"
90,2444093.589193899,165,3,0.12898340285397877,0.5471602033135421,0.08728702858692511,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'T_out_Exp_weighted_96_SL.win', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'NetLoad_lag_1425min', 'Wind_speed_window_8_mean', 'Irradiance_lag_1425min', 'Wind_speed_window_8_std', 'Irradiance_lag_1440min', 'NetLoad_lag_855min', 'Irradiance_lag_1410min', 'Irradiance', 'T_out_lag_1380min', 'Irradiance_lag_15min', 'NetLoad_lag_885min', 'T_out_lag_405min', 'T_out_lag_330min', 'T_out_lag_270min', 'NetLoad_window_8_mean', 'sin_2880.0_2', 'Irradiance_window_2_mean', 'NetLoad_lag_1290min', 'Irradiance_window_2_std', 'T_out_lag_1275min', 'T_out_lag_345min', 'T_out_lag_570min', 'Irradiance_lag_585min', 'NetLoad_lag_330min', 'NetLoad_window_16_mean', 'NetLoad_lag_240min', 'T_out_lag_1365min', 'NetLoad_lag_870min', 'T_out_lag_360min', 'T_out_lag_210min', 'T_out_lag_735min', 'NetLoad_lag_1200min', 'Irradiance_lag_1260min', 'T_out_window_8_std', 'Wind_speed_lag_1275min', 'T_out_lag_1335min', 'Irradiance_lag_1350min', 'T_out_lag_660min', 'T_out_lag_375min', 'Irradiance_lag_135min', 'T_out_lag_420min', 'Irradiance_lag_525min', 'NetLoad_lag_135min', 'WorkingHour_flag', 'Irradiance_lag_1365min', 'NetLoad_lag_795min', 'Wind_speed_lag_15min', 'T_out_lag_450min', 'T_out_lag_150min', 'T_out_lag_1290min', 'Irradiance_Exp_weighted_96_SL.win', 'NetLoad_window_16_std', 'NetLoad_lag_1395min', 'Wind_speed_ewm_mean_expanding.win', 'T_out_lag_300min', 'T_outewm_std_expanding.win', 'Wind_speed', 'Irradiance_lag_570min', 'NetLoad_lag_1410min', 'Irradiance_lag_30min', 'NetLoad_lag_930min', 'Irradiance_lag_495min', 'NetLoad_lag_1365min', 'T_out_lag_1260min', 'T_out_lag_645min', 'T_out_lag_480min']"
91,2164307.4949924373,120,3,0.10476685503697222,0.6572204987043023,0.024819815718251523,"['NetLoad', 'hour_cos', 'cos_2880.0_2']"
92,2174198.849082562,119,3,0.1037244791000074,0.6634590430293675,0.0008371707286553773,"['NetLoad', 'cos_2880.0_2', 'hour_cos']"
93,2169770.744331234,118,3,0.10365452122188139,0.6678443430880046,0.010243627275881073,"['NetLoad', 'hour_cos', 'cos_2880.0_2']"
94,2398594.46643863,145,3,0.10327055458647491,0.6546678415481673,0.004634630006237261,"['Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'cos_2880.0_2', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_Exp_weighted_96_SL.win', 'T_out_weighted_96_mean', 'Irradiance_lag_15min', 'NetLoad_lag_1425min', 'Irradiance_lag_1410min', 'Irradiance_lag_1425min', 'Wind_speed_window_8_mean', 'T_out_lag_420min', 'Wind_speed_window_8_std', 'Irradiance_lag_585min', 'T_out_lag_1290min', 'NetLoad_lag_855min', 'T_out_lag_345min', 'T_out_lag_1305min', 'T_out_lag_405min']"
95,2452473.8678584616,209,3,0.11624150433643793,0.6744607011024019,0.00392911216727163,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'T_out_Exp_weighted_96_SL.win', 'T_out_weighted_96_mean', 'NetLoad_lag_1425min', 'NetLoad_lag_1440min', 'Wind_speed_window_8_mean', 'Irradiance_lag_1440min', 'Irradiance_lag_1395min', 'NetLoad_lag_855min', 'Wind_speed_window_8_std', 'Irradiance_lag_15min', 'T_out_lag_1380min', 'NetLoad_window_8_mean', 'T_out_lag_660min', 'Irradiance_window_2_std', 'T_out_lag_1335min', 'Irradiance_lag_1425min', 'T_out_lag_405min', 'T_out_lag_570min', 'NetLoad_window_16_mean', 'T_out_lag_270min', 'Irradiance', 'T_out_lag_345min', 'NetLoad_lag_1290min', 'NetLoad_lag_885min', 'Irradiance_lag_1410min', 'Irradiance_lag_585min', 'T_out_lag_1290min', 'sin_2880.0_2', 'NetLoad_lag_330min', 'T_out_lag_1230min', 'T_out_lag_255min', 'T_out_lag_1305min', 'NetLoad_lag_1365min', 'T_out_lag_285min', 'T_out_lag_1185min', 'Irradiance_lag_1260min', 'NetLoad_lag_1395min', 'T_out_lag_375min', 'T_out_lag_150min', 'T_out_lag_420min', 'Irradiance_window_2_mean', 'NetLoad_lag_1200min', 'T_out_lag_360min', 'Irradiance_lag_495min', 'NetLoad_lag_975min', 'Irradiance_lag_1140min', 'T_out_lag_330min', 'T_out_lag_300min', 'NetLoad_window_16_std', 'Irradiance_lag_1380min', 'NetLoad_lag_795min', 'T_out_window_8_std', 'T_out_lag_720min', 'Irradiance_lag_30min', 'Wind_speed_lag_75min', 'T_out_lag_210min', 'T_out_lag_450min', 'NetLoad_lag_240min', 'NetLoad_window_4_mean', 'NetLoad_lag_1305min', 'NetLoad_lag_525min', 'T_out_lag_1275min', 'Irradiance_lag_135min', 'Wind_speed_lag_1335min', 'Irradiance_lag_570min', 'NetLoad_lag_1350min', 'WorkingHour_flag', 'NetLoad_lag_675min', 'Wind_speed_lag_1200min', 'T_out_lag_1260min', 'Wind_speed_ewm_mean_expanding.win', 'T_out_lag_180min', 'NetLoad_lag_840min', 'NetLoad_lag_1065min']"
96,2378357.0054833563,118,4,0.109956517597832,0.7705851497848442,0.12708611856697713,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'hour_cos', 'NetLoad', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'Irradiance_lag_15min', 'T_out_weighted_96_mean', 'NetLoad_lag_1425min', 'Wind_speed_window_8_std', 'Irradiance_lag_1440min', 'T_out_lag_1290min', 'NetLoad_lag_855min', 'T_out_Exp_weighted_96_SL.win', 'T_out_lag_1335min', 'T_out_lag_210min', 'sin_2880.0_2', 'Wind_speed_window_8_mean', 'Irradiance', 'Irradiance_lag_1425min', 'Irradiance_window_2_mean', 'NetLoad_window_8_mean', 'Irradiance_lag_30min', 'T_out_lag_285min', 'Irradiance_lag_1395min', 'Irradiance_lag_1410min', 'T_out_lag_1260min', 'T_out_lag_270min', 'Irradiance_lag_1365min', 'Irradiance_window_2_std']"
97,2299485.3612988396,185,3,0.10285792013886158,0.7161455321960704,0.06871066171019366,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1425min', 'NetLoad_lag_1440min', 'T_out_Exp_weighted_96_SL.win', 'T_out_weighted_96_mean', 'Irradiance_lag_15min', 'Wind_speed_window_8_mean', 'Irradiance_lag_1410min', 'T_out_lag_1290min', 'Wind_speed_window_8_std', 'NetLoad_lag_855min', 'Irradiance_lag_1425min', 'T_out_lag_1380min', 'Irradiance_lag_1440min', 'Irradiance_lag_585min', 'T_out_lag_360min', 'T_out_lag_270min', 'NetLoad_lag_1395min', 'NetLoad_window_16_mean', 'sin_2880.0_2', 'T_out_lag_345min', 'T_out_lag_1230min']"
